class,chinese,precision,recall,f1,support
AH,空洞,0.9897172236503856,0.9974093264248705,0.9935483870967742,386
CT,碳痕,0.997289972899729,0.989247311827957,0.9932523616734144,372
HT,接頭異常,1.0,1.0,1.0,237
TD,不規則邊緣,1.0,1.0,1.0,288
CD,典型電暈放電,1.0,1.0,1.0,270
ID,典型內部放電,1.0,1.0,1.0,135
SD,典型表面放電,1.0,1.0,1.0,135
macro_avg,宏觀平均,0.998143885221445,0.9980938054646896,0.9981143926814555,1823
weighted_avg,加權平均,0.9972697302510961,0.9972572682391662,0.9972570246636671,1823
accuracy,準確率,,,0.9972572682391662,1823
